OBJECTID,FULL_NAME,STR_NAME,STR_TYPE,MIX_FULL,MIX_NAME,GSA_LEFT,GSA_RIGHT,STR_CODE_L,STR_CODE_R,Shape__Length
1765654,OAKFIELD PARK RD,OAKFIELD PARK,RD,Oakfield Park Rd,Oakfield Park,OAKFIELD,OAKFIELD,8331,8331,4258.70343
1765655,OAKVALE CRT,OAKVALE,CRT,Oakvale Crt,Oakvale,TIMBERLEA,TIMBERLEA,8337,8337,219.0259511
1765656,WEST SHIP HARBOUR RD,WEST SHIP HARBOUR,RD,West Ship Harbour Rd,West Ship Harbour,DEBAIES COVE,DEBAIES COVE,10975,10975,2091.562326
1765657,TRINITY LANE,TRINITY,LANE,Trinity Lane,Trinity,BEAVER BANK,BEAVER BANK,8895,8895,1843.413601
1765658,MANUEL RD,MANUEL,RD,Manuel Rd,Manuel,GLEN HAVEN,GLEN HAVEN,9203,9203,508.6509401
1765659,GUS FLEMMING DR,GUS FLEMMING,DR,Gus Flemming Dr,Gus Flemming,KETCH HARBOUR,KETCH HARBOUR,9204,9204,184.9086115
1765660,JACQUELINE PURCELL DR,JACQUELINE PURCELL,DR,Jacqueline Purcell Dr,Jacqueline Purcell,PORTUGUESE COVE,PORTUGUESE COVE,9205,9205,327.4456773
1765661,NORTHERN HEAD RD,NORTHERN HEAD,RD,Northern Head Rd,Northern Head,PORTUGUESE COVE,PORTUGUESE COVE,9206,9206,240.6449508
1765662,MIDDLE VILLAGE RD,MIDDLE VILLAGE,RD,Middle Village Rd,Middle Village,WEST DOVER,WEST DOVER,9209,9209,1559.413841
1765663,COVE CRES,COVE,CRES,Cove Cres,Cove,HEAD OF ST MARGARETS BAY,HEAD OF ST MARGARETS BAY,9210,9210,229.2613129
1765664,GROVE RD,GROVE,RD,Grove Rd,Grove,GOFFS,GOFFS,9904,9904,893.1763291
1765665,KARLA LANE,KARLA,LANE,Karla Lane,Karla,HATCHET LAKE,HATCHET LAKE,9909,9909,277.6627659
1765666,LONGARDS RD,LONGARDS,RD,Longards Rd,Longards,TANTALLON,TANTALLON,8059,8059,1969.843327
1765667,LONGBURN DR,LONGBURN,DR,Longburn Dr,Longburn,HAMMONDS PLAINS,HAMMONDS PLAINS,8060,8060,514.0294124
1765668,LONGVIEW CRES,LONGVIEW,CRES,Longview Cres,Longview,TANTALLON,TANTALLON,8062,8062,246.5512793
1765669,LOON LANE,LOON,LANE,Loon Lane,Loon,THREE FATHOM HARBOUR,THREE FATHOM HARBOUR,8063,8063,141.4750941
1765670,LOON LOOP,LOON,LOOP,Loon Loop,Loon,SHEET HARBOUR,SHEET HARBOUR,8064,8064,2181.379966
1765671,LORIANN DR,LORIANN,DR,Loriann Dr,Loriann,PORTERS LAKE,PORTERS LAKE,8066,8066,1464.196026
1765672,LORNE DR,LORNE,DR,Lorne Dr,Lorne,WESTPHAL,WESTPHAL,8068,8068,229.2039463
1765673,LOWER GOVERNOR ST,LOWER GOVERNOR,ST,Lower Governor St,Lower Governor,EAST PRESTON,EAST PRESTON,8071,8071,876.8917352
1765674,LOWER PARTRIDGE RIVER RD,LOWER PARTRIDGE RIVER,RD,Lower Partridge River Rd,Lower Partridge River,EAST PRESTON,EAST PRESTON,8073,8073,1850.45708
1765675,LOWER PROSPECT RD,LOWER PROSPECT,RD,Lower Prospect Rd,Lower Prospect,LOWER PROSPECT,LOWER PROSPECT,8074,8074,1606.415425
1765676,LOWER PROSPECT BRANCH LANE,LOWER PROSPECT BRANCH,LANE,Lower Prospect Branch Lane,Lower Prospect Branch,LOWER PROSPECT,LOWER PROSPECT,8075,8075,413.5827053
1765677,WITTENBURG RD,WITTENBURG,RD,Wittenburg Rd,Wittenburg,CHASWOOD,CHASWOOD,8077,8077,5643.956825
1765678,OCEANIC DR,OCEANIC,DR,Oceanic Dr,Oceanic,EAST LAWRENCETOWN,EAST LAWRENCETOWN,8339,8339,1746.247464
1765679,OCEANBREEZE AVE,OCEANBREEZE,AVE,Oceanbreeze Ave,Oceanbreeze,HERRING COVE,HERRING COVE,8341,8341,540.9845979
1765680,OFFICER CRES,OFFICER,CRES,Officer Cres,Officer,BEAVER BANK,BEAVER BANK,8344,8344,610.2791271
1765681,JULIEN LANE,JULIEN,LANE,Julien Lane,Julien,WEST PORTERS LAKE,WEST PORTERS LAKE,8348,8348,505.0202566
1765682,OLD CABIN RD,OLD CABIN,RD,Old Cabin Rd,Old Cabin,LAKE CHARLOTTE,LAKE CHARLOTTE,8350,8350,1599.390872
1765683,MAGNOLIA CRT,MAGNOLIA,CRT,Magnolia Crt,Magnolia,UPPER TANTALLON,UPPER TANTALLON,8113,8113,115.1268501
1765684,MAHAR DR,MAHAR,DR,Mahar Dr,Mahar,SHAD BAY,SHAD BAY,8114,8114,677.5652665
1765685,MAJESTIC AVE,MAJESTIC,AVE,Majestic Ave,Majestic,BEAVER BANK,BEAVER BANK,8115,8115,993.9433292
1765686,OLDHAM RD,OLDHAM,RD,Oldham Rd,Oldham,OLDHAM,OLDHAM,8379,8379,5125.65327
1765687,OLIVER ST,OLIVER,ST,Oliver St,Oliver,BEECHVILLE,BEECHVILLE,8381,8381,276.0158466
1765688,FIELDING AVE,FIELDING,AVE,Fielding Ave,Fielding,DARTMOUTH,DARTMOUTH,6240,6240,1199.349398
1765689,OTTER LANE,OTTER,LANE,Otter Lane,Otter,WEST PORTERS LAKE,WEST PORTERS LAKE,8390,8390,448.3012278
1765690,OVERBROOK DR,OVERBROOK,DR,Overbrook Dr,Overbrook,WAVERLEY,WAVERLEY,8391,8391,479.7708723
1765691,PACIFIC AVE,PACIFIC,AVE,Pacific Ave,Pacific,COLE HARBOUR,COLE HARBOUR,8393,8393,252.3903327
1765692,MAGNIFICENT AVE,MAGNIFICENT,AVE,Magnificent Ave,Magnificent,SHEARWATER,SHEARWATER,15045,15045,1894.976216
1765693,SECOND ST,SECOND,ST,Second St,Second,LAKESIDE,LAKESIDE,8664,8664,157.8871573
1765694,SETTER LANE,SETTER,LANE,Setter Lane,Setter,BEAVER BANK,BEAVER BANK,8675,8675,186.9955044
1765695,IRVINE PL,IRVINE,PL,Irvine Pl,Irvine,FALL RIVER,FALL RIVER,10079,10079,184.2478276
1765696,ARCHIBALD BROOK RD,ARCHIBALD BROOK,RD,Archibald Brook Rd,Archibald Brook,MIDDLE MUSQUODOBOIT,MIDDLE MUSQUODOBOIT,10080,10080,3616.205627
1765697,MARANATHA DR,MARANATHA,DR,Maranatha Dr,Maranatha,FALL RIVER,FALL RIVER,8138,8138,1009.548596
1765698,GLEN MOIR TERR,GLEN MOIR,TERR,Glen Moir Terr,Glen Moir,BEDFORD,BEDFORD,5082,5082,506.9046012
1765699,CASTINE WAY,CASTINE,WAY,Castine Way,Castine,HALIFAX,HALIFAX,15567,15567,585.8575578
1765700,BROWNLOW AVE,BROWNLOW,AVE,Brownlow Ave,Brownlow,DARTMOUTH,DARTMOUTH,6092,6092,1332.926185
1765701,MACLEAN AVE,MACLEAN,AVE,Maclean Ave,Maclean,DARTMOUTH,DARTMOUTH,15007,15007,219.3170699
1765702,PEBBLEBEACH LANE,PEBBLEBEACH,LANE,Pebblebeach Lane,Pebblebeach,CLAM BAY,CLAM BAY,10030,10030,179.7359696
1765703,HUTCHINSON RD,HUTCHINSON,RD,Hutchinson Rd,Hutchinson,COLLEGE LAKE,COLLEGE LAKE,10031,10031,207.815122
1765704,DEANERY RD,DEANERY,RD,Deanery Rd,Deanery,LOWER SHIP HARBOUR,LOWER SHIP HARBOUR,10033,10033,550.6309805
1765705,SALMON HOLE LOOP,SALMON HOLE,LOOP,Salmon Hole Loop,Salmon Hole,MOSER RIVER,MOSER RIVER,10039,10039,954.8088415
1765706,OCEAN DR,OCEAN,DR,Ocean Dr,Ocean,MUSHABOOM,MUSHABOOM,10040,10040,511.7687941
1765707,WILLYS LANE,WILLYS,LANE,Willys Lane,Willys,MUSHABOOM,MUSHABOOM,10041,10041,254.2063412
1765708,NANAMAN LANE,NANAMAN,LANE,Nanaman Lane,Nanaman,PLEASANT VALLEY,PLEASANT VALLEY,10046,10046,410.5008162
1765709,URQUHARTS LANE,URQUHARTS,LANE,Urquharts Lane,Urquharts,CHASWOOD,CHASWOOD,10048,10048,607.4506509
1765710,STILLWATER RUN,STILLWATER,RUN,Stillwater Run,Stillwater,MILL LAKE,MILL LAKE,10049,10049,874.1339061
1765711,BREAKER LANE,BREAKER,LANE,Breaker Lane,Breaker,MILL LAKE,MILL LAKE,10050,10050,541.2285039
1765712,GRAY JAY WAY,GRAY JAY,WAY,Gray Jay Way,Gray Jay,MILL LAKE,MILL LAKE,10053,10053,134.4584507
1765713,JOSEY RD,JOSEY,RD,Josey Rd,Josey,SPRY BAY,SPRY BAY,9910,9910,857.0460633
1765714,BLUE JAY LANE,BLUE JAY,LANE,Blue Jay Lane,Blue Jay,HAMMONDS PLAINS,HAMMONDS PLAINS,9912,9912,538.4925963
1765715,MERCURY AVE,MERCURY,AVE,Mercury Ave,Mercury,HARRIETSFIELD,HARRIETSFIELD,9916,9916,1121.942804
1765716,WEST SHIP HARBOUR RD,WEST SHIP HARBOUR,RD,West Ship Harbour Rd,West Ship Harbour,OWLS HEAD,OWLS HEAD,10977,10977,4728.693378
1765717,WESTHAVER RD,WESTHAVER,RD,Westhaver Rd,Westhaver,GLEN MARGARET,GLEN MARGARET,10981,10981,502.952131
1765718,WESTVIEW DR,WESTVIEW,DR,Westview Dr,Westview,LAWRENCETOWN,LAWRENCETOWN,10983,10983,214.9350022
1765719,PAPER BIRCH PL,PAPER BIRCH,PL,Paper Birch Pl,Paper Birch,UPPER TANTALLON,UPPER TANTALLON,10986,10986,249.7191345
1765720,WHITES LANE,WHITES,LANE,Whites Lane,Whites,WINDSOR JUNCTION,WINDSOR JUNCTION,10990,10990,264.9240003
1765721,CLARENCE ST,CLARENCE,ST,Clarence St,Clarence,NORTH PRESTON,NORTH PRESTON,10991,10991,301.9229074
1765722,WINGING POINT RD,WINGING POINT,RD,Winging Point Rd,Winging Point,SPRY BAY,SPRY BAY,10994,10994,489.7543247
1765723,WELKIN DR,WELKIN,DR,Welkin Dr,Welkin,BEAVER BANK,BEAVER BANK,10997,10997,434.8328173
1765724,TOWER RD,TOWER,RD,Tower Rd,Tower,HEAD OF CHEZZETCOOK,HEAD OF CHEZZETCOOK,8887,8887,1067.734738
1765725,TRAFALGAR TURN,TRAFALGAR,TURN,Trafalgar Turn,Trafalgar,STILLWATER LAKE,STILLWATER LAKE,8889,8889,147.8407405
1765726,TREVOR AVE,TREVOR,AVE,Trevor Ave,Trevor,FALL RIVER,FALL RIVER,8890,8890,689.8724638
1765727,TREVOR DR,TREVOR,DR,Trevor Dr,Trevor,LAWRENCETOWN,LAWRENCETOWN,8891,8891,310.505223
1765728,TRIBUNE CRT,TRIBUNE,CRT,Tribune Crt,Tribune,HERRING COVE,HERRING COVE,8892,8892,98.40690651
1765729,LITTLE HARBOUR RD,LITTLE HARBOUR,RD,Little Harbour Rd,Little Harbour,LITTLE HARBOUR,LITTLE HARBOUR,8039,8039,4203.023218
1765730,SCANLAN POINT RD,SCANLAN POINT,RD,Scanlan Point Rd,Scanlan Point,LITTLE HARBOUR,LITTLE HARBOUR,8040,8040,513.1506146
1765731,PETERS LAKE RD,PETERS LAKE,RD,Peters Lake Rd,Peters Lake,HATCHET LAKE,HATCHET LAKE,8440,8440,1184.681909
1765732,PETPESWICK DR,PETPESWICK,DR,Petpeswick Dr,Petpeswick,GAETZ BROOK,GAETZ BROOK,8442,8442,760.4343513
1765733,PHILIP DR,PHILIP,DR,Philip Dr,Philip,FALL RIVER,FALL RIVER,8444,8444,2024.218406
1765734,SIBLEY ST,SIBLEY,ST,Sibley St,Sibley,WAVERLEY,WAVERLEY,8711,8711,153.0796425
1765735,MARYDALE DR,MARYDALE,DR,Marydale Dr,Marydale,HATCHET LAKE,HATCHET LAKE,8156,8156,435.2388194
1765736,MARY JOLLIMORE RD,MARY JOLLIMORE,RD,Mary Jollimore Rd,Mary Jollimore,TERENCE BAY,TERENCE BAY,8157,8157,351.9782146
1765737,MARYS LANE,MARYS,LANE,Marys Lane,Marys,MOSER RIVER,MOSER RIVER,8158,8158,381.6925671
1765738,JIMS LANE,JIMS,LANE,Jims Lane,Jims,HEAD OF ST MARGARETS BAY,HEAD OF ST MARGARETS BAY,8160,8160,215.7225399
1765739,MASONS POINT RD,MASONS POINT,RD,Masons Point Rd,Masons Point,TANGIER,TANGIER,8161,8161,658.5844426
1765740,PARKVIEW DR,PARKVIEW,DR,Parkview Dr,Parkview,OAKFIELD,OAKFIELD,8409,8409,799.4544948
1765741,PARKWOOD DR,PARKWOOD,DR,Parkwood Dr,Parkwood,EAST LAWRENCETOWN,EAST LAWRENCETOWN,8412,8412,584.7325294
1765742,WATERLOO WAY,WATERLOO,WAY,Waterloo Way,Waterloo,STILLWATER LAKE,STILLWATER LAKE,10962,10962,181.8393793
1765743,SPRUCEBROOK LANE,SPRUCEBROOK,LANE,Sprucebrook Lane,Sprucebrook,TIMBERLEA,TIMBERLEA,9917,9917,365.8064621
1765744,SWORDFISH DR,SWORDFISH,DR,Swordfish Dr,Swordfish,SHEARWATER,SHEARWATER,9918,9918,1209.40837
1765745,FOX PEN RD,FOX PEN,RD,Fox Pen Rd,Fox Pen,TANTALLON,TANTALLON,9919,9919,311.5772797
1765746,HORSESHOE TURN,HORSESHOE,TURN,Horseshoe Turn,Horseshoe,EAST LAWRENCETOWN,EAST LAWRENCETOWN,9922,9922,859.7908349
1765747,DUNDEE ST,DUNDEE,ST,Dundee St,Dundee,STILLWATER LAKE,STILLWATER LAKE,9923,9923,237.173271
1765748,OXFORD CRT,OXFORD,CRT,Oxford Crt,Oxford,STILLWATER LAKE,STILLWATER LAKE,9924,9924,148.2651119
1765749,LITTLE POINT LANE,LITTLE POINT,LANE,Little Point Lane,Little Point,HERRING COVE,HERRING COVE,9928,9928,305.9235966
1765750,DEEPWOOD LNDG,DEEPWOOD,LNDG,Deepwood Lndg,Deepwood,GAETZ BROOK,GAETZ BROOK,9929,9929,460.8073883
1765751,WOODLAND AVE,WOODLAND,AVE,Woodland Ave,Woodland,DARTMOUTH,DARTMOUTH,6713,6713,5118.692189
1765752,WRIGHT AVE,WRIGHT,AVE,Wright Ave,Wright,DARTMOUTH,DARTMOUTH,6719,6719,10406.36916
1765753,MELLOR AVE,MELLOR,AVE,Mellor Ave,Mellor,DARTMOUTH,DARTMOUTH,16554,16554,387.4468604
1765754,WATSON LANE,WATSON,LANE,Watson Lane,Watson,WINDSOR JUNCTION,WINDSOR JUNCTION,10963,10963,238.888895
1765755,WEAVER CRT,WEAVER,CRT,Weaver Crt,Weaver,HAMMONDS PLAINS,HAMMONDS PLAINS,10964,10964,477.7944726
1765756,WEBSTER RD,WEBSTER,RD,Webster Rd,Webster,CHASWOOD,CHASWOOD,10966,10966,748.911296
1765757,WEST HEAD LANE,WEST HEAD,LANE,West Head Lane,West Head,INGRAMPORT,INGRAMPORT,10968,10968,112.6686472
1765758,WEST LOON VILLAGE RD,WEST LOON VILLAGE,RD,West Loon Village Rd,West Loon Village,WEST LOON LAKE,WEST LOON LAKE,10970,10970,2918.554025
1765759,WEST PENNANT RD,WEST PENNANT,RD,West Pennant Rd,West Pennant,WEST PENNANT,WEST PENNANT,10972,10972,4865.422724
1765760,THOMPSON DR,THOMPSON,DR,Thompson Dr,Thompson,WELLINGTON,WELLINGTON,8873,8873,323.972076
1765761,THORN AVE,THORN,AVE,Thorn Ave,Thorn,BEAVER BANK,BEAVER BANK,8874,8874,500.5935147
1765762,THREE BRIDGES RD,THREE BRIDGES,RD,Three Bridges Rd,Three Bridges,WEST QUODDY,WEST QUODDY,8876,8876,538.1077532
1765763,TIDEWATER LANE,TIDEWATER,LANE,Tidewater Lane,Tidewater,HEAD OF ST MARGARETS BAY,HEAD OF ST MARGARETS BAY,8879,8879,614.9412413
1765764,TIGER MAPLE DR,TIGER MAPLE,DR,Tiger Maple Dr,Tiger Maple,TIMBERLEA,TIMBERLEA,8880,8880,198.6013619
1765765,TIMBERLANE TERR,TIMBERLANE,TERR,Timberlane Terr,Timberlane,HAMMONDS PLAINS,HAMMONDS PLAINS,8884,8884,826.073168
1765766,TODDS ISLAND RD,TODDS ISLAND,RD,Todds Island Rd,Todds Island,HEAD OF ST MARGARETS BAY,HEAD OF ST MARGARETS BAY,8886,8886,980.6647806
1765767,LITTLE MOPS RD,LITTLE MOPS,RD,Little Mops Rd,Little Mops,BIG LAKE,BIG LAKE,8041,8041,493.1851047
1765768,LITTLE RIVER DR,LITTLE RIVER,DR,Little River Dr,Little River,MUSQUODOBOIT HARBOUR,MUSQUODOBOIT HARBOUR,8042,8042,673.9693857
1765769,LITTLES RD,LITTLES,RD,Littles Rd,Littles,TERENCE BAY,TERENCE BAY,8043,8043,501.9180793
1765770,OLD LOCHVIEW CRT,OLD LOCHVIEW,CRT,Old Lochview Crt,Old Lochview,FALL RIVER,FALL RIVER,8049,8049,284.2646376
1765771,LOCKVIEW RD,LOCKVIEW,RD,Lockview Rd,Lockview,FALL RIVER,FALL RIVER,8050,8050,4029.880785
1765772,LODGE AVE,LODGE,AVE,Lodge Ave,Lodge,HAMMONDS PLAINS,HAMMONDS PLAINS,8052,8052,449.4620029
1765773,LOGAN RD,LOGAN,RD,Logan Rd,Logan,DUTCH SETTLEMENT,DUTCH SETTLEMENT,8053,8053,4206.291423
1765774,ROCKY BROOK LANE,ROCKY BROOK,LANE,Rocky Brook Lane,Rocky Brook,BEAVER HARBOUR,BEAVER HARBOUR,10019,10019,458.9294879
1765775,FORTUNE LANE,FORTUNE,LANE,Fortune Lane,Fortune,HEAD OF CHEZZETCOOK,HEAD OF CHEZZETCOOK,10021,10021,152.8734346
1765776,SELLARS HEAD RD,SELLARS HEAD,RD,Sellars Head Rd,Sellars Head,SEAFORTH,SEAFORTH,10023,10023,651.7613112
1765777,BIRCH LANE,BIRCH,LANE,Birch Lane,Birch,UPPER LAKEVILLE,UPPER LAKEVILLE,10029,10029,332.0394403
1765778,MACDONALD COVE RD,MACDONALD COVE,RD,Macdonald Cove Rd,Macdonald Cove,HARRIGAN COVE,HARRIGAN COVE,8097,8097,2770.911614
1765779,MACKENZIE RD,MACKENZIE,RD,Mackenzie Rd,Mackenzie,POPES HARBOUR,POPES HARBOUR,8103,8103,367.6904749
1765780,MACKEREL COVE RD,MACKEREL COVE,RD,Mackerel Cove Rd,Mackerel Cove,TANTALLON,TANTALLON,8104,8104,789.1715667
1765781,MACNAB AVE,MACNAB,AVE,Macnab Ave,Macnab,EASTERN PASSAGE,EASTERN PASSAGE,8107,8107,439.7747064
1765782,MACPHEE CRES,MACPHEE,CRES,Macphee Cres,Macphee,BEAVER BANK,BEAVER BANK,8108,8108,1000.05604
1765783,MADOS DR,MADOS,DR,Mados Dr,Mados,WELLINGTON,WELLINGTON,8112,8112,234.6069645
1765784,COALIES HEAD LANE,COALIES HEAD,LANE,Coalies Head Lane,Coalies Head,EAST PETPESWICK,EAST PETPESWICK,16306,16306,535.7776582
1765785,COZY CORNER LANE,COZY CORNER,LANE,Cozy Corner Lane,Cozy Corner,MUSQUODOBOIT HARBOUR,MUSQUODOBOIT HARBOUR,16307,16307,196.9569917
1765786,DAYLILY LANE,DAYLILY,LANE,Daylily Lane,Daylily,LAKE CHARLOTTE,LAKE CHARLOTTE,16308,16308,174.3057138
1765787,DOHERTY LANE,DOHERTY,LANE,Doherty Lane,Doherty,CLAM BAY,CLAM BAY,16309,16309,345.840215
1765788,FLOWER GARDEN LANE,FLOWER GARDEN,LANE,Flower Garden Lane,Flower Garden,OWLS HEAD,OWLS HEAD,16310,16310,268.6557899
1765789,HOSKING LANE,HOSKING,LANE,Hosking Lane,Hosking,OYSTER POND,OYSTER POND,16311,16311,174.7525177
1765790,JADE LANE,JADE,LANE,Jade Lane,Jade,THREE FATHOM HARBOUR,THREE FATHOM HARBOUR,16313,16313,231.0786214
1765791,LINDIE LANE,LINDIE,LANE,Lindie Lane,Lindie,EAST JEDDORE,EAST JEDDORE,16314,16314,308.8006404
1765792,LOOKOUT LANE,LOOKOUT,LANE,Lookout Lane,Lookout,MUSQUODOBOIT HARBOUR,MUSQUODOBOIT HARBOUR,16315,16315,903.8072441
1765793,PARKLEA DR,PARKLEA,DR,Parklea Dr,Parklea,HEAD OF ST MARGARETS BAY,HEAD OF ST MARGARETS BAY,8408,8408,1954.432762
1765794,SHADAR DR,SHADAR,DR,Shadar Dr,Shadar,GLEN MARGARET,GLEN MARGARET,8676,8676,1947.228926
1765795,SHADY LANE,SHADY,LANE,Shady Lane,Shady,MILL LAKE,MILL LAKE,8677,8677,806.3399481
1765796,ISNOR DR,ISNOR,DR,Isnor Dr,Isnor,DARTMOUTH,DARTMOUTH,6336,6336,1298.182953
1765797,KINGSBURY WAY,KINGSBURY,WAY,Kingsbury Way,Kingsbury,BEDFORD,BEDFORD,16251,16251,215.9290355
1765798,AUGUSTA LANE,AUGUSTA,LANE,Augusta Lane,Augusta,SHEET HARBOUR,SHEET HARBOUR,10017,10017,141.6281179
1765799,ANAHID DR,ANAHID,DR,Anahid Dr,Anahid,HAMMONDS PLAINS,HAMMONDS PLAINS,10069,10069,530.3893369
1765800,ANDREWS POINT RD,ANDREWS POINT,RD,Andrews Point Rd,Andrews Point,HARRIGAN COVE,HARRIGAN COVE,10072,10072,213.1683984
1765801,ANGELA RD,ANGELA,RD,Angela Rd,Angela,MEAGHERS GRANT,MEAGHERS GRANT,10073,10073,548.0274046
1765802,ANN CRT,ANN,CRT,Ann Crt,Ann,FERGUSONS COVE,FERGUSONS COVE,10075,10075,155.8030474
1765803,ANTRIM RD,ANTRIM,RD,Antrim Rd,Antrim,CARROLLS CORNER,CARROLLS CORNER,10077,10077,8710.121176
1765804,SUMMIT CRES,SUMMIT,CRES,Summit Cres,Summit,UPPER TANTALLON,UPPER TANTALLON,15609,15609,1611.567084
1765805,HARBOUR RIDGE DR,HARBOUR RIDGE,DR,Harbour Ridge Dr,Harbour Ridge,EAST PETPESWICK,EAST PETPESWICK,15610,15610,558.6816228
1765806,HEFLER LANE,HEFLER,LANE,Hefler Lane,Hefler,MIDDLE SACKVILLE,MIDDLE SACKVILLE,15611,15611,676.8282636
1765807,MACKENZIE LANE,MACKENZIE,LANE,Mackenzie Lane,Mackenzie,HAMMONDS PLAINS,HAMMONDS PLAINS,16008,16008,389.117059
1765808,DUKE ST,DUKE,ST,Duke St,Duke,BEDFORD,BEDFORD,5061,5061,2375.85565
1765809,COLFORD AVE,COLFORD,AVE,Colford Ave,Colford,DARTMOUTH,DARTMOUTH,15019,15019,692.3837918
1765810,SIBLEY RD,SIBLEY,RD,Sibley Rd,Sibley,GLENMORE,GLENMORE,8710,8710,4860.88107
1765811,JOY RD,JOY,RD,Joy Rd,Joy,BLACK POINT,BLACK POINT,7876,7876,557.2953123
1765812,JUNIPER PL,JUNIPER,PL,Juniper Pl,Juniper,UPPER TANTALLON,UPPER TANTALLON,7883,7883,323.3265356
1765813,JUNIPER TERR,JUNIPER,TERR,Juniper Terr,Juniper,HAMMONDS PLAINS,HAMMONDS PLAINS,7885,7885,394.7373385
1765814,JUNIPER WAY,JUNIPER,WAY,Juniper Way,Juniper,HUBLEY,HUBLEY,7886,7886,1762.964414
1765815,JUNIPER RG,JUNIPER,RG,Juniper Rg,Juniper,GLEN HAVEN,GLEN HAVEN,7887,7887,544.2755485
1765816,KAAKWOGOOK WAY,KAAKWOGOOK,WAY,Kaakwogook Way,Kaakwogook,CLAM BAY,CLAM BAY,7889,7889,3194.784837
1765817,KARELS DR,KARELS,DR,Karels Dr,Karels,FALL RIVER,FALL RIVER,7891,7891,965.269095
1765818,KAREN AVE,KAREN,AVE,Karen Ave,Karen,FALL RIVER,FALL RIVER,7892,7892,1054.845347
1765819,KAREN CRES,KAREN,CRES,Karen Cres,Karen,PORTERS LAKE,PORTERS LAKE,7893,7893,886.6135519
1765820,PARLEE RD,PARLEE,RD,Parlee Rd,Parlee,MOSER RIVER,MOSER RIVER,8413,8413,478.5912751
1765821,LUPIN LANE,LUPIN,LANE,Lupin Lane,Lupin,HARRIGAN COVE,HARRIGAN COVE,8085,8085,292.810724
1765822,LUPIN LANE,LUPIN,LANE,Lupin Lane,Lupin,HATCHET LAKE,HATCHET LAKE,8087,8087,441.3950397
1765823,LYLA DR,LYLA,DR,Lyla Dr,Lyla,LAWRENCETOWN,LAWRENCETOWN,8089,8089,361.425808
1765824,OLD LAKE ECHO RD,OLD LAKE ECHO,RD,Old Lake Echo Rd,Old Lake Echo,LAKE ECHO,LAKE ECHO,8358,8358,553.6843106
1765825,OLD MANNETTE RD,OLD MANNETTE,RD,Old Mannette Rd,Old Mannette,WEST CHEZZETCOOK,WEST CHEZZETCOOK,8361,8361,402.3364813
1765826,OLD MILL RD,OLD MILL,RD,Old Mill Rd,Old Mill,HAMMONDS PLAINS,HAMMONDS PLAINS,8362,8362,960.058879
1765827,OLD MINEVILLE RD,OLD MINEVILLE,RD,Old Mineville Rd,Old Mineville,WEST PORTERS LAKE,WEST PORTERS LAKE,8364,8364,788.3809697
1765828,OLD POST RD,OLD POST,RD,Old Post Rd,Old Post,PORT DUFFERIN,PORT DUFFERIN,8368,8368,344.8770384
1765829,OLD POST RD,OLD POST,RD,Old Post Rd,Old Post,HUBBARDS,HUBBARDS,8370,8370,332.7436741
1765830,OLD SAMBRO RD,OLD SAMBRO,RD,Old Sambro Rd,Old Sambro,SAMBRO,SAMBRO,8372,8372,1399.012366
1765831,BURNSIDE DR,BURNSIDE,DR,Burnside Dr,Burnside,DARTMOUTH,DARTMOUTH,15049,15049,7899.243102
1765832,JOHN SAVAGE AVE,JOHN SAVAGE,AVE,John Savage Ave,John Savage,DARTMOUTH,DARTMOUTH,6351,6351,2771.540051
1765833,COMMODORE DR,COMMODORE,DR,Commodore Dr,Commodore,DARTMOUTH,DARTMOUTH,15008,15008,5088.460682
1765834,OLD SCHOOL RD,OLD SCHOOL,RD,Old School Rd,Old School,UPPER TANTALLON,UPPER TANTALLON,8373,8373,998.2596546
1765835,SCHOOLHOUSE RD,SCHOOLHOUSE,RD,Schoolhouse Rd,Schoolhouse,MOSER RIVER,MOSER RIVER,8374,8374,359.3748524
1765836,OLD TRUNK RD,OLD TRUNK,RD,Old Trunk Rd,Old Trunk,OYSTER POND,OYSTER POND,8375,8375,620.9392792
1765837,OLD TRUNK RD,OLD TRUNK,RD,Old Trunk Rd,Old Trunk,LANTZ,LANTZ,8376,8376,929.8276055
1765838,OLD TRURO RD,OLD TRURO,RD,Old Truro Rd,Old Truro,ELMSDALE,ELMSDALE,8377,8377,1437.868866
1765839,FORTRESS DR,FORTRESS,DR,Fortress Dr,Fortress,FERGUSONS COVE,FERGUSONS COVE,15031,15031,1035.885961
1765840,LAMBERT LANE,LAMBERT,LANE,Lambert Lane,Lambert,TIMBERLEA,TIMBERLEA,15034,15034,135.6340369
1765841,RUSTIC RG,RUSTIC,RG,Rustic Rg,Rustic,UPPER TANTALLON,UPPER TANTALLON,15039,15039,728.3666555
1765842,BOUNDARY RD,BOUNDARY,RD,Boundary Rd,Boundary,SHEARWATER,SHEARWATER,15044,15044,1074.446234
1765843,HAVILAND ST,HAVILAND,ST,Haviland St,Haviland,LOWER SACKVILLE,LOWER SACKVILLE,7720,7720,374.881165
1765844,BROWN AVE,BROWN,AVE,Brown Ave,Brown,LOWER SACKVILLE,LOWER SACKVILLE,7178,7178,370.8533584
1765845,BROOKSHIRE CRT,BROOKSHIRE,CRT,Brookshire Crt,Brookshire,BEDFORD,BEDFORD,5032,5032,429.214082
1765846,HAYSTEAD RG,HAYSTEAD,RG,Haystead Rg,Haystead,BEDFORD,BEDFORD,16459,16459,183.8441479
